incident_id,visibility,method,root_cause_idx,root_cause_node,rank,PR@1,PR@3,PR@5,Precision@1,Precision@3,Precision@5,Recall@1,Recall@3,Recall@5,AP
12,0.0,eIRWR,12799,MS_58649,4,0,0,1,0.0,0.0,0.2,0.0,0.0,1.0,0.25
13,0.0,MicroRCA,13233,MS_60350,16430,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.086427267194157e-05
13,0.0,CloudRanger,13233,MS_60350,16098,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.211951795254069e-05
13,0.0,In-Degree,13233,MS_60350,12943,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.726184037703778e-05
13,0.0,MicroHECL,13233,MS_60350,13238,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.554011179936546e-05
13,0.0,TraceDiag,13233,MS_60350,13240,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.552870090634441e-05
13,0.0,Neighbor Corr.,13233,MS_60350,16765,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.964807634953773e-05
13,0.0,MonitorRank,13233,MS_60350,16433,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.085316132173066e-05
13,0.0,MicroRank,13233,MS_60350,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
13,0.0,CORAL,13233,MS_60350,16430,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.086427267194157e-05
13,0.0,TraceRank,13233,MS_60350,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
13,0.0,IRWR,13233,MS_60350,16422,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.089392278650591e-05
13,0.0,eIRWR,13233,MS_60350,4444,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000225022502250225
14,0.0,MicroRCA,12479,MS_57424,87,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218
14,0.0,CloudRanger,12479,MS_57424,11712,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.538251366120219e-05
14,0.0,In-Degree,12479,MS_57424,9507,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010518565267697486
14,0.0,MicroHECL,12479,MS_57424,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
14,0.0,TraceDiag,12479,MS_57424,12491,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.005764150188136e-05
14,0.0,Neighbor Corr.,12479,MS_57424,278,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035971223021582736
14,0.0,MonitorRank,12479,MS_57424,71,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521
14,0.0,MicroRank,12479,MS_57424,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
14,0.0,CORAL,12479,MS_57424,87,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218
