timestamp,msname,rt_value,baseline_mean,baseline_std,z_score
0,MS_38464,23.410503418272217,9.116630427483372,0.9703874962783787,14.73006715936528
0,MS_2926,94.0,5.711338938369732,7.111166386232608,12.415496455343707
0,MS_2,27.761742415516803,3.5857091308831754,2.276195606840986,10.62124591224666
0,MS_28578,262.05882352941177,23.716913969528825,22.926241392856234,10.396030708904153
0,MS_42505,604550.6081081082,6387.908824987092,61309.73341140662,9.756406788939543
0,MS_55561,254.7079918032787,80.01324488619142,19.01829029988705,9.185617853258073
0,MS_48301,2042.7351351351356,95.60683950359635,214.71777493742331,9.06831442436009
0,MS_14510,3.889600487953644,1.7628081961183297,0.2538041915548472,8.37965787249701
0,MS_10654,109.97560975609755,7.293499250129088,12.417228992218911,8.269325674054398
0,MS_34433,971.0,30.993642695173307,116.34296576019511,8.079614879702808
0,MS_48289,414.05329114862695,19.97360571132083,49.89552729591289,7.898096418545847
0,MS_17409,33.82176360225141,18.86076344958483,1.928796605652536,7.756649980004027
0,MS_38466,206.3,90.21262281441301,15.036738358338804,7.720249858654311
0,MS_70769,10.000000000000002,0.16666666666666669,1.2909944487358063,7.6168672475412516
0,MS_6522,110.3956043956044,4.293145658294765,13.933548461471936,7.614891427743382
0,MS_43157,6.36458121051559,3.2292943875470512,0.4196138546514168,7.471838186975728
0,MS_12652,962.0,43.291044776119406,124.50971961596132,7.378612352975761
0,MS_34433,883.0,30.993642695173307,116.34296576019511,7.323230517098671
0,MS_71564,26.94888178913738,12.421265896154146,1.9897338351455252,7.301286049609099
0,MS_16641,24.807692307692307,8.076080702487612,2.303239626689617,7.264381617666321
0,MS_43157,6.268041237113401,3.2292943875470512,0.4196138546514168,7.24176958382537
0,MS_5201,265.0,6.500000000000001,35.84566437012067,7.211471862562936
0,MS_12652,931.0,43.291044776119406,124.50971961596132,7.129635806440947
0,UNAVAILABLE,279.92215568862275,26.341501630885695,36.19122379208707,7.0066891220512
0,MS_50577,362.6666666666667,15.427860696517413,49.84602743527255,6.966228280098257
0,MS_57045,6.5,0.3311255411255411,0.8970134717042341,6.877125766187466
0,MS_35339,221.00000000000003,16.604166666666664,29.842651012342127,6.849117836374546
0,MS_33282,9.30761084439424,5.831252881564435,0.5127225801754637,6.780192831843153
0,MS_39291,51.07142857142857,9.85656497158478,6.193519279110631,6.654514459792254
0,MS_14409,21.188679245283016,12.865078499319806,1.2583205199267935,6.6148494077228115
0,MS_66169,20.764492753623188,14.452273246572112,0.9619442336745572,6.561939129193441
0,MS_71277,84.29972321075525,24.06821215326816,9.188075550847092,6.555400064373008
0,MS_67984,9.947368421052632,3.2740505701598264,1.0712372166708737,6.2295425766029116
0,MS_70685,46.79861111111112,32.71991982169838,2.2647690568692798,6.216391577194419
0,MS_3519,33.42168674698795,7.532587920243994,4.174029631843051,6.202423343916841
0,MS_14526,209.25,35.791365034941755,28.163204186107716,6.159051854285158
0,MS_66836,58.09433962264151,20.177424373341754,6.224016954970797,6.092032769772181
0,MS_17479,3.7496563011456634,2.060166114408879,0.28162248809702306,5.999130957733497
0,MS_17479,3.7496563011456634,2.060166114408879,0.28162248809702306,5.999130957733497
0,MS_45196,255.53658536585368,33.152092052784404,37.08818700789923,5.996100409699312
0,MS_72266,954.0,80.22132653061225,146.21791428984235,5.975866074367117
0,MS_48534,45.17349397590361,23.723545484217492,3.693964618729418,5.806755263147073
0,MS_43157,5.660771704180064,3.2292943875470512,0.4196138546514168,5.794559187405523
