index,n_rows,n_nodes,n_edges,density,avg_degree,file_size_mb
52,9957429,14214,37482,0.00018553279586934558,2.636977627691009,1016.6125631332397
53,10242086,14583,39475,0.00018563427618240147,2.706919015291778,1047.7717447280884
54,10630643,14644,39838,0.00018578375852435373,2.7204315760721114,1090.276035308838
55,11385694,15293,43416,0.0001856490925301657,2.838945922971294,1174.2853689193726
56,12401679,16320,48075,0.0001805117996705392,2.9457720588235294,1291.5420866012573
57,12696213,16534,49919,0.00018261492856756181,3.0191726140074997,1324.0263957977295
58,11764886,16347,48489,0.00018146533318294864,2.9662323362084786,1222.707513809204
59,9530892,14759,40816,0.0001873898236582609,2.7654990175486143,982.4033651351929
60,9084315,13390,33531,0.00018703280495492187,2.5041822255414488,933.2185506820679
61,9074544,13126,32895,0.0001909405541890686,2.506094773731525,932.4181852340698
62,9077007,12837,32125,0.00019496196199571427,2.5025317441769883,941.204062461853
63,8743388,12808,32093,0.00019565078182035345,2.5056995627732666,897.9813022613525
64,8675494,12680,31741,0.00019743145662006503,2.5032334384858044,890.3922605514526
65,8716266,12811,31650,0.0001928597295539895,2.470533135586605,894.3447761535645
66,8736439,13012,32183,0.0001900954814109738,2.47333230863818,896.945707321167
67,8646238,12755,31908,0.00019614295223911737,2.501607212857703,888.4597301483154
68,8796725,12770,31960,0.00019600131558830477,2.5027407987470633,903.6432809829712
69,9123043,12689,31669,0.0001967042677888137,2.4957837497044686,937.8108606338501
70,8994161,13405,33746,0.00018781101712583137,2.517418873554644,924.2929859161377
71,8804424,13053,33199,0.00019486668592383173,2.5433999846778517,904.4481964111328
72,8959911,13420,34730,0.00019285553804140735,2.5879284649776455,921.0057220458984
