incident_id,visibility,method,root_cause_idx,root_cause_node,rank,PR@1,PR@3,PR@5,Precision@1,Precision@3,Precision@5,Recall@1,Recall@3,Recall@5,AP
0,0.0,MicroRCA,1082,MS_15945,26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464
0,0.0,CloudRanger,1082,MS_15945,7740,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012919896640826872
0,0.0,In-Degree,1082,MS_15945,5479,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001825150574922431
0,0.0,MicroHECL,1082,MS_15945,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616
0,0.0,TraceDiag,1082,MS_15945,322,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.003105590062111801
0,0.0,Neighbor Corr.,1082,MS_15945,173,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005780346820809248
0,0.0,MonitorRank,1082,MS_15945,122,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00819672131147541
0,0.0,MicroRank,1082,MS_15945,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
0,0.0,CORAL,1082,MS_15945,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035
0,0.0,TraceRank,1082,MS_15945,2,0,1,1,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5
0,0.0,IRWR,1082,MS_15945,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
0,0.0,eIRWR,1082,MS_15945,3,0,1,1,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.3333333333333333
1,0.0,MicroRCA,9252,MS_61144,11026,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.069472156720479e-05
1,0.0,CloudRanger,9252,MS_61144,9260,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010799136069114471
1,0.0,In-Degree,9252,MS_61144,2725,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003669724770642202
1,0.0,MicroHECL,9252,MS_61144,9260,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010799136069114471
1,0.0,TraceDiag,9252,MS_61144,9279,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010777023386140747
1,0.0,Neighbor Corr.,9252,MS_61144,10893,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.180207472688883e-05
1,0.0,MonitorRank,9252,MS_61144,11031,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.065361254645998e-05
1,0.0,MicroRank,9252,MS_61144,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
1,0.0,CORAL,9252,MS_61144,11026,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.069472156720479e-05
1,0.0,TraceRank,9252,MS_61144,2,0,1,1,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5
1,0.0,IRWR,9252,MS_61144,11019,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.075233687267448e-05
1,0.0,eIRWR,9252,MS_61144,11751,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.509914049868096e-05
2,0.0,MicroRCA,7814,MS_53170,10054,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.946290033817386e-05
2,0.0,CloudRanger,7814,MS_53170,8284,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012071463061323032
2,0.0,In-Degree,7814,MS_53170,6531,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001531159087429184
2,0.0,MicroHECL,7814,MS_53170,7841,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012753475322025253
2,0.0,TraceDiag,7814,MS_53170,7839,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012756729174639623
2,0.0,Neighbor Corr.,7814,MS_53170,10313,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.69649956365752e-05
2,0.0,MonitorRank,7814,MS_53170,10072,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.928514694201747e-05
2,0.0,MicroRank,7814,MS_53170,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
